"","F3D0","F3D1","F3D141","F3D142","F3D143","F3D144","F3D145","F3D146","F3D147","F3D148","F3D149","F3D150","F3D2","F3D3","F3D5","F3D6","F3D7","F3D8","F3D9"
"ASV_11",0.008958333333333334,0.029074419845292077,0.0028835063437139563,0.05594817432273263,0.02159468438538206,0.006374840628984276,0.0065266742338251985,0.001376936316695353,0.016780534579887332,0.002336448598130841,0.010326086956521738,0.018147086914995225,0.025184803163142512,0.022499322309568987,0.016679904686258934,0.07825015403573629,0.03369272237196765,0.03700491471523562,0.03562005277044855
"ASV_12",0.018125,0.0,0.015570934256055362,0.032391048292108364,0.02823920265780731,0.02634934126646834,0.027525539160045402,0.0,0.027328299172959366,0.02453271028037383,0.017255434782608697,0.01973893664438077,0.007306171566099364,0.01436703713743562,0.0,0.020127336208667076,0.01752021563342318,0.015322347499277248,0.011873350923482849
"ASV_13",0.015416666666666667,0.0,0.026239907727797,0.030035335689045935,0.01937984496124031,0.04547386315342117,0.031498297389330306,0.011359724612736662,0.03547884454033321,0.038113317757009345,0.02269021739130435,0.008914358484559057,0.0014612343132198728,0.005963675792897805,0.012311358220810167,0.0,0.0,0.0011564035848511131,0.0
"ASV_14",0.016875,0.07441984529207789,0.00922722029988466,0.006478209658421673,0.0049833887043189366,0.004249893752656183,0.003972758229284903,0.007228915662650603,0.00719165767709457,0.0073014018691588784,0.005570652173913043,0.005412289079910856,0.02862300154718927,0.0124695039306045,0.03177124702144559,0.010474430067775724,0.012803234501347708,0.01185313674472391,0.018249780123131047
"ASV_15",0.00125,0.011469725260069352,0.01903114186851211,0.014134275618374558,0.01716500553709856,0.04929876753081173,0.038024971623155504,0.024440619621342512,0.02421191417955172,0.024970794392523366,0.025679347826086957,0.010824578159821713,0.0013752793536187038,0.017619951206288967,0.010722795869737888,0.0034914766892585746,0.0023584905660377358,0.0,0.0028583992963940193
"ASV_16",0.011666666666666667,0.025340090690850893,0.0017301038062283738,0.002944640753828033,0.0,0.0021249468763280916,0.0014188422247446084,0.0010327022375215145,0.004554716528826561,0.007593457943925234,0.0005434782608695652,0.001591849729385546,0.03317861440605123,0.10192464082407156,0.004765687053216839,0.014171287738755391,0.012803234501347708,0.004625614339404453,0.008355321020228672
"ASV_17",0.007291666666666667,0.010936249666577753,0.01124567474048443,0.0,0.0049833887043189366,0.01572460688482788,0.008796821793416572,0.0051635111876075735,0.016181229773462782,0.014164719626168224,0.016440217391304347,0.005093919134033747,0.0024067388688327317,0.0314448359989157,0.003177124702144559,0.0051345245430273155,0.010444743935309973,0.027464585140213934,0.004177660510114336
"ASV_18",0.007916666666666667,0.0040010669511869835,0.02162629757785467,0.01884570082449941,0.032668881506090805,0.0055248618784530384,0.0031214528944381384,0.024784853700516352,0.008270406328658756,0.013580607476635514,0.034239130434782605,0.04011461318051576,0.0014612343132198728,0.0,0.0,0.0012322858903265558,0.0,0.0011564035848511131,0.0
"ASV_19",0.009791666666666667,0.03200853560949587,0.004036908881199538,0.0035335689045936395,0.0,0.0,0.0022701475595913734,0.014113597246127367,0.0025170801869830997,0.0073014018691588784,0.0,0.0057306590257879654,0.023551658930720303,0.0,0.021048451151707705,0.007188334360238242,0.009097035040431268,0.008673026886383347,0.009674582233948988
"ASV_20",0.013541666666666667,0.01627100560149373,0.0,0.004122497055359246,0.0,0.0,0.00170261066969353,0.006196213425129088,0.0009588876902792761,0.0016063084112149532,0.0010869565217391304,0.0028653295128939827,0.025872442839951864,0.010843046896177827,0.019459888800635424,0.012939001848428836,0.004380053908355795,0.014744145706851692,0.009234828496042216
"ASV_21",0.014166666666666666,0.022939450520138703,0.0,0.002355712603062426,0.0,0.0,0.0011350737797956867,0.011015490533562823,0.0038355507611171043,0.0010221962616822429,0.0008152173913043478,0.0019102196752626551,0.01529998280900808,0.003252914068853348,0.018268467037331215,0.020127336208667076,0.015161725067385445,0.009251228678808905,0.010773966578715918
"ASV_22",0.004583333333333333,0.010402774073086157,0.002306805074971165,0.0,0.008305647840531562,0.006799830004249894,0.00510783200908059,0.0117039586919105,0.003595828838547285,0.0020443925233644858,0.005434782608695652,0.009869468322190385,0.01186178442496132,0.004608294930875576,0.017474185861795076,0.009242144177449169,0.004380053908355795,0.011274934952298352,0.012752858399296393
"ASV_23",0.008541666666666666,0.027207255268071485,0.010380622837370242,0.0,0.0022148394241417496,0.004249893752656183,0.0028376844494892167,0.0117039586919105,0.001678053457988733,0.003066588785046729,0.004347826086956522,0.0,0.008337631081313392,0.0,0.015488482922954726,0.0034914766892585746,0.0023584905660377358,0.013587742122000578,0.018909410729991204
"ASV_24",0.0033333333333333335,0.0008002133902373967,0.011534025374855825,0.004711425206124852,0.0,0.003399915002124947,0.0022701475595913734,0.004819277108433735,0.00958887690279276,0.019129672897196262,0.009782608695652175,0.011142948105698823,0.0021488739900292248,0.004879371103280022,0.005559968228752979,0.0034914766892585746,0.014150943396226415,0.0037583116507661175,0.005277044854881266
"ASV_25",0.011458333333333333,0.0064017071218991735,0.0034602076124567475,0.01060070671378092,0.01107419712070875,0.007224819379515512,0.0,0.0,0.005513604219105837,0.006863317757009346,0.005163043478260869,0.010506208213944603,0.004555612858861956,0.0,0.027402700555996824,0.0073937153419593345,0.0,0.014744145706851692,0.010554089709762533
"ASV_26",0.011041666666666667,0.03334222459322486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021918514698298093,0.004608294930875576,0.011517077045274026,0.0063668104333538715,0.0,0.0,0.010334212840809147
"ASV_27",0.013958333333333333,0.017604694585222725,0.005190311418685121,0.0035335689045936395,0.008859357696566999,0.006799830004249894,0.0022701475595913734,0.006540447504302926,0.001198609612849095,0.001314252336448598,0.005298913043478261,0.009551098376313277,0.006274712050885336,0.0018975332068311196,0.015091342335186657,0.009242144177449169,0.0020215633423180594,0.008094825093957791,0.0079155672823219
"ASV_28",0.013333333333333334,0.013070152040544144,0.005478662053056517,0.0,0.0,0.006374840628984276,0.004256526674233825,0.008261617900172116,0.0027568021095529184,0.0018983644859813084,0.006521739130434782,0.0066857688634192934,0.006188757091284167,0.004879371103280022,0.008339952343129467,0.008420620250564798,0.0,0.010985834056085574,0.006816182937554969
"ASV_29",0.03166666666666667,0.009869298479594559,0.008362168396770472,0.004711425206124852,0.0,0.004249893752656183,0.0,0.003098106712564544,0.0040752726836869235,0.0014602803738317756,0.0033967391304347825,0.0,0.006962351727694688,0.00433721875847113,0.009134233518665607,0.00472376257958513,0.0020215633423180594,0.007227522405319456,0.003518029903254178
"ASV_30",0.004375,0.005601493731661776,0.014129181084198385,0.004122497055359246,0.010520487264673311,0.0025499362515937103,0.004540295119182747,0.007228915662650603,0.00479443845139638,0.005841121495327103,0.015217391304347827,0.022285896211397645,0.0026646037476362387,0.002439685551640011,0.0,0.00390223865270076,0.0,0.002023706273489448,0.0030782761653474055
"ASV_31",0.008333333333333333,0.012803414243798347,0.0,0.002355712603062426,0.0,0.0,0.0,0.0,0.0025170801869830997,0.0,0.0014945652173913044,0.0,0.008853360838920406,0.002439685551640011,0.016282764098490866,0.010063668104333538,0.005053908355795148,0.014744145706851692,0.01956904133685136
"ASV_32",0.006458333333333333,0.0234729261136303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014526388172597559,0.002168609379235565,0.005957108816521049,0.0036968576709796672,0.0,0.017635154668979473,0.019349164467897976
"ASV_33",0.0010416666666666667,0.0040010669511869835,0.008073817762399077,0.0,0.006090808416389812,0.0055248618784530384,0.00340522133938706,0.0037865748709122204,0.005034160373966199,0.0024824766355140185,0.007201086956521739,0.014645017510347023,0.007306171566099364,0.00433721875847113,0.012311358220810167,0.004929143561306223,0.0023584905660377358,0.006071118820468344,0.007036059806508356
"ASV_34",0.005416666666666667,0.007735396105628167,0.006343713956170703,0.005889281507656066,0.007751937984496124,0.0016999575010624734,0.0,0.00963855421686747,0.00491429941268129,0.006717289719626168,0.011141304347826087,0.008914358484559057,0.0031803335052432526,0.0018975332068311196,0.003971405877680699,0.005339905524748409,0.003032345013477089,0.0014455044810638912,0.0030782761653474055
"ASV_35",0.006458333333333333,0.017871432381968526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006446621970087674,0.004066142586066685,0.011119936457505957,0.010063668104333538,0.007412398921832884,0.009829430471234461,0.012752858399296393
"ASV_36",0.003958333333333334,0.0029341157642037877,0.0031718569780853517,0.0035335689045936395,0.0,0.005099872503187421,0.007094211123723042,0.0037865748709122204,0.00491429941268129,0.004234813084112149,0.005298913043478261,0.004775549188156638,0.005587072374075984,0.009758742206560044,0.006354249404289118,0.0036968576709796672,0.0023584905660377358,0.0011564035848511131,0.002418645558487247
"ASV_37",0.0016666666666666668,0.00480128034142438,0.002306805074971165,0.0,0.0,0.0,0.00170261066969353,0.002065404475043029,0.001438331535418914,0.0008761682242990654,0.002989130434782609,0.0028653295128939827,0.006016847172081829,0.005421523448088913,0.013899920571882446,0.0063668104333538715,0.010107816711590296,0.010985834056085574,0.011433597185576077
"ASV_38",0.002916666666666667,0.00480128034142438,0.003748558246828143,0.004122497055359246,0.005537098560354375,0.0,0.00170261066969353,0.0068846815834767644,0.0037156897998321947,0.002628504672897196,0.005027173913043478,0.009869468322190385,0.006016847172081829,0.0018975332068311196,0.005957108816521049,0.0036968576709796672,0.0026954177897574125,0.005203816131830009,0.006156552330694811
"ASV_39",0.0010416666666666667,0.018138170178714323,0.002018454440599769,0.0,0.0,0.0,0.0,0.0034423407917383822,0.0010787486515641855,0.0021904205607476634,0.004076086956521739,0.004775549188156638,0.0044696578992607875,0.002439685551640011,0.018268467037331215,0.004518381597864038,0.0026954177897574125,0.004336513443191674,0.005936675461741424
"ASV_40",0.006458333333333333,0.011202987463323552,0.0,0.0,0.0,0.0,0.0,0.001376936316695353,0.001198609612849095,0.0005841121495327102,0.0009510869565217392,0.0,0.01186178442496132,0.0,0.003574265289912629,0.008420620250564798,0.003706199460916442,0.0037583116507661175,0.004617414248021108
"ASV_41",0.0016666666666666668,0.00480128034142438,0.005190311418685121,0.0,0.007751937984496124,0.0021249468763280916,0.0,0.004475043029259896,0.004314994606256742,0.004672897196261682,0.008152173913043478,0.005093919134033747,0.005415162454873646,0.0,0.0023828435266084196,0.0014376668720476485,0.0023584905660377358,0.003180109858340561,0.0032981530343007917
"ASV_42",0.0077083333333333335,0.011469725260069352,0.0,0.0,0.0,0.0,0.0022701475595913734,0.0,0.0,0.0,0.0,0.0,0.0110881897885508,0.002439685551640011,0.003177124702144559,0.004518381597864038,0.0026954177897574125,0.01185313674472391,0.005057167985927881
"ASV_43",0.0033333333333333335,0.008802347292611363,0.008073817762399077,0.0,0.0027685492801771874,0.0021249468763280916,0.0,0.004475043029259896,0.003595828838547285,0.0032126168224299065,0.002989130434782609,0.004138809296402419,0.0036101083032490976,0.002439685551640011,0.005957108816521049,0.004518381597864038,0.0020215633423180594,0.006071118820468344,0.005057167985927881
"ASV_44",0.0025,0.005334755934915978,0.0,0.0,0.0,0.0,0.0,0.0,0.0020376363418434617,0.0,0.0,0.0,0.0035241533436479286,0.0013553808620222283,0.007545671167593328,0.005750667488190594,0.006401617250673854,0.014455044810638912,0.021547933157431837
"ASV_45",0.00875,0.013603627634035742,0.003748558246828143,0.0,0.0027685492801771874,0.0,0.0,0.006196213425129088,0.001198609612849095,0.0016063084112149532,0.004891304347826087,0.0057306590257879654,0.006188757091284167,0.00623475196530225,0.0,0.0,0.0,0.0026019080659150044,0.0
"ASV_46",0.009375,0.010936249666577753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001358695652173913,0.0,0.008079766202509884,0.0,0.018268467037331215,0.0,0.0,0.01011853136744724,0.0079155672823219
"ASV_47",0.01625,0.011469725260069352,0.0,0.0,0.0,0.0,0.000851305334846765,0.0,0.0027568021095529184,0.0,0.0,0.0,0.007048306687295857,0.004066142586066685,0.0,0.0010269049086054631,0.005390835579514825,0.0028910089621277824,0.006376429199648197
"ASV_48",0.0,0.0,0.004901960784313725,0.004122497055359246,0.0,0.008499787505312367,0.0031214528944381384,0.012048192771084338,0.009109433057653122,0.008761682242990653,0.005570652173913043,0.01177968799745304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_49",0.000625,0.002667377967457989,0.0017301038062283738,0.004122497055359246,0.003875968992248062,0.003399915002124947,0.004824063564131668,0.0017211703958691911,0.0038355507611171043,0.0018983644859813084,0.001358695652173913,0.0025469595670168737,0.0041258380608561115,0.01002981837896449,0.0019857029388403494,0.004313000616142945,0.00774932614555256,0.005203816131830009,0.005057167985927881
"ASV_50",0.0,0.0,0.013552479815455595,0.00530035335689046,0.013842746400885935,0.011049723756906077,0.008229284903518728,0.022375215146299483,0.003356106915977466,0.0011682242990654205,0.0,0.0,0.0,0.0,0.0,0.0018484288354898336,0.0,0.004914715235617231,0.004617414248021108
"ASV_51",0.0,0.0,0.007785467128027681,0.01060070671378092,0.01273532668881506,0.0055248618784530384,0.004256526674233825,0.0017211703958691911,0.006352630948100204,0.012266355140186916,0.00421195652173913,0.004138809296402419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_52",0.008333333333333333,0.00960256068284876,0.0,0.002944640753828033,0.0,0.0,0.0,0.0,0.002157497303128371,0.0,0.0,0.0,0.004039883101254942,0.0,0.007148530579825258,0.008831382214006983,0.003032345013477089,0.006071118820468344,0.008135444151275286
"ASV_53",0.016666666666666666,0.0032008535609495867,0.0057670126874279125,0.0,0.010520487264673311,0.005099872503187421,0.0,0.0,0.0,0.0014602803738317756,0.0012228260869565218,0.0,0.0028365136668385767,0.0,0.004368546465448769,0.0020538098172109263,0.003032345013477089,0.004625614339404453,0.0030782761653474055
"ASV_54",0.0,0.008002133902373967,0.0011534025374855825,0.0,0.0027685492801771874,0.0,0.0022701475595913734,0.0034423407917383822,0.0,0.001314252336448598,0.001766304347826087,0.0038204393505253103,0.006274712050885336,0.002439685551640011,0.005162827640984908,0.0026699527623742043,0.0,0.008094825093957791,0.005936675461741424
"ASV_55",0.00375,0.005068018138170179,0.0034602076124567475,0.002944640753828033,0.0,0.0,0.0014188422247446084,0.004130808950086058,0.001438331535418914,0.002336448598130841,0.006657608695652174,0.0070041388092964025,0.0033522434244455906,0.0018975332068311196,0.0027799841143764893,0.0018484288354898336,0.0,0.003180109858340561,0.0010993843447669306
"ASV_56",0.002916666666666667,0.005601493731661776,0.008362168396770472,0.0,0.013842746400885935,0.0,0.0022701475595913734,0.006540447504302926,0.001198609612849095,0.004964953271028037,0.0025815217391304346,0.0066857688634192934,0.0,0.0,0.0,0.0,0.0023584905660377358,0.0037583116507661175,0.004617414248021108
"ASV_57",0.010625,0.011469725260069352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005329207495272477,0.0018975332068311196,0.009134233518665607,0.005956048469911686,0.005390835579514825,0.0,0.0
"ASV_58",0.0,0.0010669511869831954,0.008073817762399077,0.0,0.007751937984496124,0.0,0.0014188422247446084,0.002753872633390706,0.0029965240321227376,0.0032126168224299065,0.009782608695652175,0.015600127347978351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_59",0.002916666666666667,0.009069085089357162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005415162454873646,0.0,0.011119936457505957,0.008420620250564798,0.0,0.007227522405319456,0.0032981530343007917
"ASV_60",0.0,0.0008002133902373967,0.010957324106113034,0.0,0.010520487264673311,0.0,0.0,0.0034423407917383822,0.0019177753805585522,0.0024824766355140185,0.010326086956521738,0.012098057943330149,0.00025786487880350697,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_61",0.024791666666666667,0.0,0.0011534025374855825,0.0,0.0011074197120708748,0.0025499362515937103,0.003972758229284903,0.0,0.0026369411482680093,0.004526869158878504,0.001358695652173913,0.0019102196752626551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_62",0.0022916666666666667,0.002667377967457989,0.0,0.0,0.0,0.0,0.0019863791146424517,0.0024096385542168677,0.006951935754524751,0.0024824766355140185,0.002989130434782609,0.0,0.0015471892728210418,0.0,0.0027799841143764893,0.0073937153419593345,0.0,0.0017346053772766695,0.0028583992963940193
"ASV_63",0.0008333333333333334,0.002667377967457989,0.00461361014994233,0.0,0.007751937984496124,0.003824904377390565,0.0,0.004130808950086058,0.0,0.0,0.00828804347826087,0.0057306590257879654,0.0022348289496303938,0.0,0.003574265289912629,0.0024645717806531116,0.003032345013477089,0.0,0.002418645558487247
"ASV_64",0.0060416666666666665,0.004534542544678581,0.002018454440599769,0.0,0.004429678848283499,0.003824904377390565,0.0014188422247446084,0.002753872633390706,0.001438331535418914,0.0020443925233644858,0.003125,0.003183699458771092,0.0022348289496303938,0.0,0.004765687053216839,0.0030807147258163892,0.0,0.0017346053772766695,0.001978891820580475
"ASV_65",0.002916666666666667,0.0032008535609495867,0.0005767012687427913,0.0,0.006090808416389812,0.0,0.002553916004540295,0.00585197934595525,0.0026369411482680093,0.0016063084112149532,0.0009510869565217392,0.0,0.0033522434244455906,0.0,0.005162827640984908,0.0020538098172109263,0.0,0.004047412546978896,0.005716798592788039
"ASV_66",0.0010416666666666667,0.0029341157642037877,0.0,0.0,0.0,0.0,0.00170261066969353,0.003098106712564544,0.0005993048064245475,0.0,0.0010869565217391304,0.0,0.0015471892728210418,0.005150447275684467,0.003574265289912629,0.005545286506469501,0.005053908355795148,0.009251228678808905,0.009454705364995602
"ASV_67",0.000625,0.0040010669511869835,0.002018454440599769,0.0,0.0,0.0,0.0022701475595913734,0.006540447504302926,0.0019177753805585522,0.0007301401869158878,0.0016304347826086956,0.0038204393505253103,0.0027505587072374077,0.0,0.004368546465448769,0.003286095707537482,0.0013477088948787063,0.003469210754553339,0.0043975373790677225
"ASV_68",0.002916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013184705741340046,0.0029205607476635513,0.0020380434782608695,0.0,0.0023207839092315627,0.0013553808620222283,0.008339952343129467,0.0034914766892585746,0.0033692722371967657,0.004625614339404453,0.007695690413368514
"ASV_69",0.007916666666666667,0.00960256068284876,0.0,0.0,0.0,0.0,0.0,0.0,0.0009588876902792761,0.0010221962616822429,0.0020380434782608695,0.0,0.007134261646897026,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_70",0.005416666666666667,0.00240064017071219,0.0,0.0,0.0027685492801771874,0.0,0.0,0.004475043029259896,0.0,0.0,0.0,0.0,0.0036960632628502666,0.0,0.004765687053216839,0.006572191415074964,0.0023584905660377358,0.004625614339404453,0.005057167985927881
"ASV_71",0.003125,0.0,0.0031718569780853517,0.012956419316843345,0.0033222591362126247,0.006799830004249894,0.0,0.0,0.00239721922569819,0.007447429906542056,0.0025815217391304346,0.0035020694046482012,0.00017190991920233798,0.002168609379235565,0.0,0.0,0.0,0.0,0.0
"ASV_72",0.00125,0.002133902373966391,0.002306805074971165,0.00530035335689046,0.006090808416389812,0.0,0.004824063564131668,0.0,0.004195133644971833,0.0029205607476635513,0.0020380434782608695,0.0,0.0018050541516245488,0.0010843046896177825,0.0019857029388403494,0.0020538098172109263,0.0,0.0014455044810638912,0.0013192612137203166
"ASV_73",0.004583333333333333,0.0008002133902373967,0.004036908881199538,0.0,0.0016611295681063123,0.0,0.0014188422247446084,0.0010327022375215145,0.0008390267289943665,0.0018983644859813084,0.0,0.0009551098376313276,0.0024926938284339007,0.00433721875847113,0.003971405877680699,0.0018484288354898336,0.0057277628032345014,0.002023706273489448,0.0030782761653474055
"ASV_74",0.0,0.007735396105628167,0.0014417531718569781,0.002355712603062426,0.0016611295681063123,0.003399915002124947,0.000851305334846765,0.0,0.0017979144192736426,0.0021904205607476634,0.0008152173913043478,0.0,0.00042977479800584495,0.0035239902412577935,0.006354249404289118,0.002875333744095297,0.006064690026954178,0.0037583116507661175,0.0015391380826737027
"ASV_75",0.004375,0.0,0.002306805074971165,0.0035335689045936395,0.0,0.0,0.0,0.0037865748709122204,0.001678053457988733,0.0021904205607476634,0.007744565217391305,0.006367398917542184,0.0016331442324222108,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_76",0.0,0.0,0.0,0.0,0.006090808416389812,0.0021249468763280916,0.0,0.004130808950086058,0.0040752726836869235,0.0007301401869158878,0.0,0.00795924864692773,0.0,0.0,0.0,0.0,0.0,0.007516623301532235,0.011213720316622692
"ASV_77",0.0008333333333333334,0.004267804747932782,0.002306805074971165,0.0,0.004429678848283499,0.0,0.0,0.0034423407917383822,0.0038355507611171043,0.0011682242990654205,0.0024456521739130437,0.0035020694046482012,0.0009455045556128589,0.0013553808620222283,0.003177124702144559,0.0018484288354898336,0.003032345013477089,0.0028910089621277824,0.0
"ASV_78",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011359724612736662,0.002157497303128371,0.0018983644859813084,0.001358695652173913,0.0,0.0,0.0,0.0,0.0,0.0020215633423180594,0.012720439433362244,0.007695690413368514
"ASV_79",0.0035416666666666665,0.0037343291544411844,0.0,0.0088339222614841,0.0,0.0,0.0,0.007228915662650603,0.003116384993407647,0.0017523364485981308,0.0019021739130434783,0.0,0.0030943785456420837,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_80",0.0,0.0,0.003748558246828143,0.002355712603062426,0.005537098560354375,0.0,0.0028376844494892167,0.004130808950086058,0.0,0.003066588785046729,0.004076086956521739,0.007640878701050621,0.0007735946364105209,0.0,0.003177124702144559,0.0010269049086054631,0.0,0.0,0.0008795074758135445
"ASV_81",0.0,0.0,0.002018454440599769,0.0,0.0027685492801771874,0.004249893752656183,0.0028376844494892167,0.004130808950086058,0.0010787486515641855,0.0029205607476635513,0.005298913043478261,0.003183699458771092,0.0007735946364105209,0.0,0.0019857029388403494,0.0020538098172109263,0.0,0.0,0.0
"ASV_82",0.0,0.010136036276340358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006016847172081829,0.0,0.0,0.0,0.0020215633423180594,0.008673026886383347,0.0
"ASV_83",0.007291666666666667,0.008802347292611363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038679731820526046,0.0027107617240444567,0.005957108816521049,0.0,0.0,0.0,0.0
"ASV_84",0.0,0.0010669511869831954,0.002018454440599769,0.0,0.0016611295681063123,0.0,0.0014188422247446084,0.004130808950086058,0.0013184705741340046,0.0011682242990654205,0.002989130434782609,0.0035020694046482012,0.0015471892728210418,0.0013553808620222283,0.0023828435266084196,0.0012322858903265558,0.0,0.0014455044810638912,0.001759014951627089
"ASV_85",0.0,0.0,0.005478662053056517,0.0,0.003875968992248062,0.003399915002124947,0.0,0.0051635111876075735,0.003595828838547285,0.0017523364485981308,0.0,0.0025469595670168737,0.0019769640708268868,0.0,0.0,0.0,0.0,0.0,0.0
"ASV_86",0.0035416666666666665,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024926938284339007,0.0,0.0,0.002259190798932019,0.003706199460916442,0.004336513443191674,0.0021987686895338612
"ASV_87",0.0,0.0,0.0025951557093425604,0.0,0.0049833887043189366,0.0,0.0,0.0024096385542168677,0.0008390267289943665,0.0011682242990654205,0.0033967391304347825,0.004138809296402419,0.0008595495960116899,0.0029818378964489023,0.0,0.0020538098172109263,0.0,0.0,0.0
"ASV_88",0.0,0.0,0.004036908881199538,0.0035335689045936395,0.0022148394241417496,0.0025499362515937103,0.0028376844494892167,0.0037865748709122204,0.0008390267289943665,0.0020443925233644858,0.002717391304347826,0.003183699458771092,0.0,0.0,0.0019857029388403494,0.0,0.0,0.0,0.0
"ASV_89",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007917383820998278,0.0,0.0,0.0,0.0,0.0,0.0,0.017871326449563147,0.006982953378517149,0.0,0.0,0.0
"ASV_90",0.0014583333333333334,0.004267804747932782,0.0,0.0,0.0,0.0,0.0,0.0037865748709122204,0.0,0.0,0.0,0.0,0.0035241533436479286,0.0,0.0,0.002259190798932019,0.0,0.003180109858340561,0.0
